subdir, final_throughput, latency_min, latency_mean, latency_p99, latency_max
metrics_2_16,39.37608985,9.0,45.35219500000001,117.0,479.0
metrics_pf_naive,70.89711144999998,8.0,27.406307249999998,69.0,321.0
metrics_2_8,40.527461200000005,8.0,22.22768815,45.0,265.0
metrics_4_16,38.63392359999999,9.0,47.4202695,133.0,999.0
metrics_4_8,41.833321100000006,8.0,21.58970545,46.0,353.0
